RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,84.0,467.0,16.0,109.0,20.0,0.0,0.0,95.0,17.0,6.0,6.0,22.0,0.0,37.0,-7.0,3.0,3.0,26.0,-8.0,2.0,1.0,0.0,38.0
Bad,58.0,198.0,1.0,55.0,28.0,1.0,0.0,88.0,14.0,6.0,5.0,30.0,4.0,53.0,0.0,7.0,7.0,48.0,82.0,3.0,4.0,1.0,91.0
Bad,65.0,202.0,2.0,80.0,21.0,0.0,0.0,90.0,1.0,4.0,6.0,23.0,2.0,0.0,-7.0,0.0,0.0,23.0,-8.0,2.0,-8.0,0.0,40.0
Bad,86.0,170.0,21.0,81.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,38.0,0.0,0.0,0.0,6.0,-8.0,5.0,1.0,0.0,60.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,64.0,216.0,7.0,84.0,44.0,1.0,1.0,89.0,4.0,4.0,2.0,45.0,1.0,44.0,-7.0,1.0,0.0,17.0,87.0,4.0,5.0,1.0,57.0
Bad,77.0,198.0,28.0,85.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,21.0,-8.0,0.0,0.0,44.0,-8.0,2.0,1.0,1.0,40.0
Good,64.0,74.0,7.0,27.0,10.0,1.0,0.0,86.0,10.0,0.0,2.0,11.0,4.0,33.0,0.0,4.0,4.0,71.0,-8.0,6.0,1.0,1.0,85.0
Good,74.0,262.0,3.0,88.0,17.0,0.0,0.0,93.0,17.0,6.0,6.0,17.0,1.0,25.0,1.0,1.0,1.0,0.0,-8.0,5.0,1.0,0.0,25.0
Bad,70.0,199.0,11.0,87.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,1.0,31.0,-8.0,0.0,0.0,19.0,72.0,4.0,2.0,1.0,50.0
Good,84.0,241.0,8.0,103.0,27.0,0.0,0.0,96.0,-8.0,6.0,6.0,28.0,1.0,24.0,-8.0,1.0,0.0,9.0,-8.0,1.0,1.0,0.0,29.0
Bad,63.0,-8.0,2.0,89.0,22.0,2.0,1.0,50.0,2.0,4.0,2.0,3.0,1.0,24.0,0.0,0.0,0.0,40.0,-8.0,2.0,-8.0,0.0,100.0
Good,90.0,233.0,14.0,81.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,0.0,35.0,0.0,0.0,0.0,6.0,-8.0,2.0,1.0,0.0,62.0
Good,82.0,158.0,26.0,76.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,1.0,17.0,0.0,1.0,1.0,6.0,56.0,1.0,2.0,0.0,50.0
Good,67.0,158.0,1.0,75.0,14.0,3.0,1.0,92.0,11.0,4.0,2.0,16.0,3.0,21.0,-7.0,2.0,2.0,0.0,-8.0,1.0,1.0,0.0,36.0
Bad,70.0,179.0,7.0,67.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,1.0,36.0,0.0,1.0,1.0,5.0,-8.0,3.0,2.0,0.0,83.0
Bad,72.0,158.0,10.0,74.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,1.0,34.0,0.0,0.0,0.0,54.0,56.0,6.0,5.0,3.0,40.0
Good,77.0,169.0,6.0,68.0,37.0,0.0,0.0,100.0,-7.0,7.0,8.0,40.0,2.0,40.0,0.0,0.0,0.0,35.0,-8.0,8.0,3.0,0.0,75.0
Good,65.0,152.0,3.0,72.0,29.0,0.0,0.0,97.0,10.0,4.0,6.0,31.0,5.0,23.0,-7.0,1.0,1.0,29.0,95.0,6.0,2.0,1.0,39.0
Good,86.0,176.0,7.0,91.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,25.0,4.0,0.0,0.0,8.0,-8.0,5.0,2.0,0.0,75.0
Good,71.0,141.0,3.0,72.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,1.0,28.0,0.0,1.0,1.0,19.0,-8.0,3.0,2.0,0.0,50.0
Good,86.0,160.0,2.0,80.0,34.0,0.0,0.0,100.0,-7.0,7.0,8.0,35.0,2.0,9.0,0.0,0.0,0.0,4.0,-8.0,2.0,-8.0,0.0,33.0
Good,89.0,210.0,25.0,104.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,20.0,0.0,2.0,2.0,1.0,-8.0,2.0,-8.0,0.0,50.0
Good,89.0,447.0,30.0,123.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,33.0,0.0,0.0,0.0,12.0,-8.0,2.0,1.0,0.0,83.0
Bad,64.0,-8.0,14.0,90.0,5.0,2.0,1.0,100.0,-7.0,6.0,8.0,7.0,0.0,50.0,0.0,0.0,0.0,11.0,81.0,3.0,2.0,0.0,72.0
Bad,60.0,137.0,3.0,57.0,12.0,0.0,0.0,90.0,12.0,6.0,6.0,6.0,3.0,33.0,1.0,2.0,2.0,30.0,-8.0,5.0,1.0,1.0,82.0
Bad,77.0,199.0,4.0,75.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,4.0,50.0,5.0,4.0,4.0,99.0,68.0,7.0,2.0,2.0,100.0
Good,84.0,270.0,15.0,98.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,15.0,3.0,1.0,1.0,3.0,-8.0,3.0,1.0,0.0,50.0
Good,83.0,183.0,1.0,88.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,1.0,29.0,0.0,4.0,4.0,0.0,-8.0,1.0,1.0,0.0,67.0
Bad,89.0,-8.0,14.0,115.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,0.0,29.0,-7.0,0.0,0.0,1.0,-8.0,1.0,1.0,0.0,50.0
Good,66.0,115.0,2.0,31.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,4.0,15.0,0.0,1.0,1.0,4.0,86.0,2.0,3.0,0.0,73.0
Bad,83.0,175.0,3.0,59.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,37.0,-7.0,0.0,0.0,28.0,74.0,4.0,4.0,2.0,86.0
Good,81.0,158.0,17.0,81.0,4.0,1.0,1.0,95.0,25.0,6.0,2.0,5.0,0.0,50.0,12.0,0.0,0.0,4.0,55.0,2.0,2.0,0.0,100.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,85.0,256.0,18.0,103.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,28.0,0.0,0.0,0.0,3.0,82.0,6.0,3.0,0.0,36.0
Good,63.0,176.0,1.0,84.0,40.0,2.0,1.0,96.0,41.0,0.0,2.0,46.0,6.0,35.0,-7.0,4.0,3.0,34.0,-8.0,2.0,2.0,2.0,17.0
Bad,66.0,102.0,5.0,48.0,18.0,0.0,0.0,88.0,3.0,3.0,6.0,19.0,2.0,61.0,0.0,4.0,4.0,87.0,97.0,8.0,4.0,4.0,92.0
Good,86.0,192.0,5.0,66.0,30.0,0.0,0.0,98.0,34.0,6.0,6.0,32.0,1.0,12.0,0.0,1.0,1.0,5.0,-8.0,6.0,1.0,1.0,60.0
Good,86.0,180.0,1.0,91.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,3.0,0.0,0.0,1.0,1.0,16.0,-8.0,3.0,-8.0,1.0,75.0
Good,82.0,165.0,15.0,84.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,25.0,-8.0,2.0,2.0,0.0,-8.0,0.0,1.0,0.0,50.0
Good,89.0,202.0,4.0,91.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,3.0,9.0,0.0,0.0,0.0,10.0,-8.0,1.0,-8.0,0.0,40.0
Good,69.0,158.0,2.0,57.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,6.0,67.0,4.0,3.0,3.0,51.0,91.0,4.0,2.0,0.0,82.0
Good,74.0,102.0,4.0,49.0,14.0,0.0,0.0,88.0,6.0,4.0,6.0,15.0,1.0,22.0,0.0,3.0,3.0,11.0,-8.0,6.0,-8.0,0.0,85.0
Bad,82.0,219.0,22.0,98.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,0.0,20.0,0.0,0.0,0.0,24.0,81.0,4.0,2.0,0.0,80.0
Bad,66.0,153.0,4.0,80.0,24.0,1.0,0.0,76.0,9.0,0.0,5.0,23.0,3.0,44.0,0.0,0.0,0.0,24.0,-8.0,6.0,2.0,1.0,80.0
Bad,70.0,132.0,5.0,78.0,15.0,1.0,1.0,92.0,14.0,6.0,3.0,17.0,1.0,35.0,0.0,1.0,1.0,35.0,66.0,8.0,2.0,1.0,82.0
Bad,68.0,162.0,1.0,64.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,4.0,50.0,-7.0,1.0,0.0,36.0,88.0,2.0,2.0,0.0,50.0
Good,84.0,178.0,6.0,55.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,4.0,45.0,0.0,0.0,0.0,4.0,50.0,4.0,3.0,0.0,78.0
Good,77.0,176.0,5.0,48.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,64.0,1.0,1.0,1.0,23.0,70.0,2.0,4.0,1.0,100.0
Bad,84.0,197.0,14.0,98.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,18.0,0.0,1.0,1.0,5.0,-8.0,6.0,1.0,0.0,93.0
Good,75.0,161.0,4.0,68.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,2.0,18.0,1.0,1.0,1.0,22.0,-8.0,2.0,1.0,0.0,43.0
Bad,79.0,160.0,8.0,62.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,2.0,63.0,0.0,1.0,1.0,25.0,82.0,2.0,4.0,0.0,100.0
Bad,90.0,176.0,13.0,86.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,0.0,30.0,1.0,0.0,0.0,1.0,93.0,3.0,2.0,0.0,55.0
Bad,73.0,150.0,2.0,57.0,11.0,2.0,2.0,84.0,4.0,4.0,6.0,12.0,4.0,43.0,0.0,3.0,3.0,21.0,60.0,1.0,5.0,0.0,100.0
Good,89.0,217.0,32.0,92.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,0.0,33.0,-7.0,0.0,0.0,2.0,-8.0,1.0,1.0,0.0,75.0
Good,77.0,172.0,4.0,90.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,38.0,0.0,0.0,0.0,2.0,-8.0,3.0,1.0,0.0,50.0
Bad,45.0,169.0,7.0,87.0,9.0,2.0,1.0,70.0,2.0,4.0,4.0,13.0,1.0,25.0,0.0,1.0,1.0,93.0,-8.0,5.0,2.0,3.0,67.0
Bad,65.0,226.0,16.0,68.0,16.0,0.0,0.0,92.0,11.0,4.0,6.0,17.0,0.0,24.0,0.0,1.0,1.0,23.0,-8.0,4.0,1.0,2.0,56.0
Good,80.0,165.0,11.0,57.0,21.0,1.0,1.0,100.0,-7.0,6.0,8.0,17.0,1.0,27.0,1.0,1.0,1.0,45.0,-8.0,2.0,2.0,0.0,71.0
Bad,69.0,133.0,21.0,72.0,1.0,2.0,2.0,67.0,19.0,6.0,2.0,9.0,0.0,0.0,-7.0,0.0,0.0,0.0,-8.0,0.0,-8.0,-8.0,67.0
Good,58.0,203.0,2.0,92.0,37.0,0.0,0.0,89.0,1.0,4.0,6.0,41.0,4.0,23.0,-7.0,0.0,0.0,11.0,-8.0,3.0,1.0,0.0,40.0
Bad,65.0,15.0,3.0,11.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,1.0,38.0,1.0,1.0,1.0,0.0,-8.0,1.0,1.0,0.0,100.0
Bad,80.0,146.0,5.0,68.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0,58.0,0.0,1.0,1.0,0.0,88.0,1.0,4.0,0.0,100.0
Bad,70.0,112.0,2.0,50.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,1.0,26.0,0.0,3.0,3.0,67.0,62.0,4.0,3.0,1.0,85.0
Good,72.0,233.0,3.0,85.0,9.0,0.0,0.0,80.0,34.0,6.0,6.0,9.0,1.0,23.0,0.0,0.0,0.0,8.0,-8.0,1.0,2.0,1.0,56.0
Bad,78.0,-8.0,14.0,80.0,1.0,0.0,0.0,100.0,-7.0,7.0,8.0,1.0,0.0,33.0,0.0,0.0,0.0,77.0,-8.0,1.0,-8.0,-8.0,79.0
Bad,75.0,132.0,2.0,43.0,23.0,0.0,0.0,90.0,14.0,6.0,6.0,24.0,4.0,33.0,4.0,1.0,1.0,26.0,95.0,2.0,3.0,0.0,67.0
Bad,57.0,166.0,14.0,79.0,11.0,1.0,1.0,73.0,24.0,6.0,5.0,11.0,0.0,33.0,1.0,1.0,1.0,76.0,-8.0,3.0,-8.0,2.0,100.0
Good,77.0,188.0,13.0,78.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,19.0,21.0,0.0,0.0,12.0,-8.0,2.0,1.0,1.0,44.0
Good,83.0,169.0,8.0,79.0,33.0,1.0,1.0,86.0,6.0,4.0,6.0,32.0,2.0,19.0,0.0,0.0,0.0,3.0,-8.0,3.0,1.0,0.0,75.0
Bad,78.0,128.0,7.0,80.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,2.0,50.0,0.0,1.0,1.0,83.0,-8.0,2.0,1.0,1.0,100.0
Bad,86.0,162.0,3.0,52.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,1.0,10.0,0.0,1.0,1.0,13.0,-8.0,3.0,-8.0,0.0,24.0
Bad,83.0,194.0,13.0,102.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,20.0,0.0,1.0,1.0,24.0,-8.0,2.0,1.0,0.0,67.0
Bad,82.0,140.0,9.0,48.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,33.0,2.0,1.0,1.0,23.0,-8.0,2.0,1.0,1.0,78.0
Good,89.0,140.0,6.0,67.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,3.0,21.0,-8.0,0.0,0.0,1.0,-8.0,2.0,3.0,1.0,36.0
Good,74.0,145.0,4.0,50.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,3.0,40.0,4.0,1.0,1.0,56.0,68.0,6.0,3.0,2.0,79.0
Bad,84.0,144.0,2.0,80.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,1.0,30.0,-7.0,0.0,0.0,12.0,-8.0,4.0,2.0,2.0,69.0
Good,75.0,155.0,21.0,69.0,44.0,0.0,0.0,100.0,-7.0,7.0,8.0,44.0,0.0,56.0,0.0,0.0,0.0,29.0,57.0,6.0,2.0,0.0,83.0
Good,80.0,-8.0,2.0,106.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,3.0,44.0,-8.0,0.0,0.0,23.0,-8.0,2.0,1.0,0.0,80.0
Bad,63.0,187.0,3.0,57.0,30.0,0.0,0.0,93.0,5.0,4.0,6.0,31.0,2.0,20.0,-7.0,0.0,0.0,71.0,-8.0,9.0,2.0,4.0,69.0
Good,75.0,132.0,11.0,84.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,1.0,27.0,-7.0,0.0,0.0,47.0,-8.0,2.0,1.0,1.0,90.0
Bad,74.0,163.0,3.0,78.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,31.0,0.0,1.0,1.0,43.0,-8.0,5.0,1.0,2.0,80.0
Good,84.0,184.0,4.0,69.0,27.0,0.0,0.0,100.0,-7.0,7.0,7.0,7.0,4.0,22.0,-8.0,0.0,0.0,4.0,-8.0,3.0,1.0,0.0,100.0
Good,82.0,179.0,14.0,105.0,20.0,0.0,0.0,95.0,26.0,6.0,6.0,20.0,0.0,15.0,0.0,2.0,2.0,5.0,-8.0,3.0,1.0,0.0,27.0
Good,81.0,172.0,9.0,102.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,1.0,37.0,0.0,0.0,0.0,2.0,82.0,2.0,2.0,0.0,45.0
Bad,73.0,136.0,1.0,61.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,63.0,0.0,1.0,1.0,85.0,93.0,1.0,5.0,1.0,100.0
Good,73.0,133.0,5.0,59.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,23.0,0.0,0.0,0.0,42.0,64.0,2.0,2.0,1.0,67.0
Good,82.0,212.0,2.0,69.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,4.0,26.0,0.0,2.0,2.0,17.0,90.0,3.0,2.0,1.0,73.0
Good,88.0,150.0,10.0,70.0,21.0,0.0,0.0,100.0,-8.0,7.0,8.0,22.0,2.0,27.0,0.0,1.0,1.0,3.0,95.0,3.0,2.0,0.0,70.0
Good,70.0,197.0,16.0,83.0,21.0,0.0,0.0,77.0,5.0,4.0,6.0,36.0,0.0,33.0,0.0,1.0,1.0,36.0,53.0,3.0,3.0,1.0,83.0
Bad,65.0,126.0,4.0,50.0,22.0,1.0,0.0,71.0,9.0,6.0,5.0,22.0,2.0,24.0,0.0,2.0,2.0,19.0,-8.0,3.0,2.0,0.0,56.0
Bad,80.0,183.0,8.0,91.0,8.0,1.0,1.0,100.0,-7.0,7.0,8.0,12.0,1.0,30.0,-7.0,2.0,2.0,2.0,61.0,3.0,3.0,0.0,31.0
Bad,74.0,203.0,5.0,76.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,31.0,-7.0,0.0,0.0,47.0,83.0,6.0,2.0,0.0,90.0
Good,91.0,217.0,8.0,87.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,2.0,22.0,-7.0,0.0,0.0,5.0,-8.0,3.0,1.0,0.0,50.0
Good,75.0,153.0,4.0,74.0,12.0,1.0,1.0,100.0,-7.0,7.0,8.0,13.0,1.0,35.0,0.0,0.0,0.0,7.0,-8.0,2.0,1.0,0.0,60.0
Bad,76.0,132.0,5.0,69.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,38.0,17.0,0.0,0.0,32.0,94.0,2.0,3.0,1.0,50.0
Good,85.0,280.0,7.0,111.0,24.0,0.0,0.0,98.0,-8.0,6.0,6.0,26.0,1.0,13.0,0.0,0.0,0.0,4.0,-8.0,1.0,1.0,0.0,43.0
Good,80.0,138.0,7.0,52.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,1.0,39.0,-7.0,0.0,0.0,13.0,87.0,6.0,2.0,0.0,75.0
Bad,81.0,141.0,17.0,59.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,42.0,-7.0,3.0,3.0,-8.0,72.0,-8.0,3.0,0.0,100.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,91.0,-8.0,1.0,104.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,2.0,36.0,-7.0,0.0,0.0,11.0,59.0,3.0,4.0,0.0,62.0
Bad,63.0,194.0,2.0,77.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,2.0,30.0,0.0,1.0,1.0,99.0,78.0,7.0,3.0,2.0,100.0
Bad,62.0,180.0,15.0,99.0,19.0,0.0,0.0,92.0,12.0,6.0,6.0,20.0,0.0,39.0,0.0,0.0,0.0,46.0,-8.0,5.0,2.0,3.0,50.0
Bad,74.0,107.0,3.0,46.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,5.0,22.0,0.0,1.0,1.0,27.0,97.0,4.0,2.0,2.0,69.0
Bad,69.0,163.0,3.0,74.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,4.0,32.0,6.0,0.0,0.0,57.0,-8.0,10.0,1.0,2.0,64.0
Bad,62.0,94.0,14.0,49.0,31.0,0.0,0.0,95.0,9.0,4.0,6.0,33.0,0.0,32.0,0.0,1.0,1.0,39.0,70.0,5.0,2.0,1.0,60.0
Bad,70.0,134.0,9.0,67.0,3.0,1.0,1.0,69.0,48.0,6.0,6.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,-8.0,1.0,1.0,0.0,100.0
Good,72.0,-8.0,4.0,94.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,1.0,20.0,4.0,1.0,1.0,23.0,-8.0,5.0,-8.0,1.0,50.0
Bad,59.0,244.0,2.0,106.0,13.0,4.0,1.0,79.0,4.0,4.0,5.0,23.0,1.0,14.0,0.0,0.0,0.0,43.0,-8.0,6.0,-8.0,1.0,67.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,61.0,192.0,3.0,75.0,13.0,0.0,0.0,80.0,11.0,4.0,6.0,17.0,2.0,25.0,0.0,3.0,3.0,26.0,97.0,4.0,2.0,1.0,75.0
Good,82.0,270.0,21.0,96.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,0.0,19.0,-7.0,0.0,0.0,10.0,80.0,4.0,3.0,0.0,75.0
Bad,85.0,243.0,2.0,78.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,4.0,14.0,0.0,1.0,1.0,29.0,-8.0,6.0,1.0,1.0,75.0
Bad,79.0,191.0,4.0,87.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,3.0,44.0,0.0,2.0,2.0,35.0,78.0,3.0,4.0,0.0,69.0
Bad,59.0,181.0,5.0,76.0,5.0,0.0,0.0,80.0,6.0,4.0,6.0,6.0,1.0,57.0,-7.0,0.0,0.0,94.0,-8.0,1.0,1.0,-8.0,100.0
Good,83.0,230.0,65.0,98.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,0.0,14.0,0.0,0.0,0.0,9.0,-8.0,2.0,1.0,0.0,36.0
Bad,55.0,175.0,1.0,71.0,8.0,2.0,0.0,71.0,10.0,4.0,5.0,9.0,3.0,0.0,0.0,2.0,2.0,66.0,-8.0,4.0,1.0,2.0,83.0
Bad,73.0,207.0,2.0,95.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,3.0,40.0,-7.0,0.0,0.0,7.0,62.0,5.0,3.0,0.0,80.0
Good,82.0,132.0,11.0,59.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,1.0,56.0,0.0,0.0,0.0,5.0,-8.0,1.0,2.0,0.0,47.0
Bad,60.0,75.0,1.0,45.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,1.0,25.0,3.0,10.0,10.0,77.0,-8.0,9.0,1.0,6.0,100.0
Good,70.0,132.0,3.0,70.0,15.0,0.0,0.0,97.0,-8.0,6.0,6.0,15.0,1.0,29.0,0.0,0.0,0.0,63.0,-8.0,6.0,1.0,4.0,67.0
Bad,88.0,257.0,3.0,82.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,2.0,15.0,0.0,1.0,1.0,0.0,53.0,0.0,2.0,0.0,44.0
Bad,82.0,77.0,5.0,60.0,4.0,0.0,0.0,100.0,-7.0,7.0,8.0,4.0,1.0,45.0,0.0,1.0,1.0,4.0,-8.0,1.0,1.0,0.0,100.0
Good,77.0,178.0,1.0,69.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,2.0,30.0,0.0,1.0,1.0,47.0,36.0,4.0,2.0,1.0,70.0
Good,67.0,84.0,8.0,51.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,36.0,-7.0,0.0,0.0,98.0,-8.0,3.0,2.0,2.0,92.0
Good,87.0,178.0,17.0,71.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,60.0,-7.0,0.0,0.0,13.0,-8.0,2.0,2.0,0.0,100.0
Bad,76.0,166.0,9.0,85.0,20.0,0.0,0.0,97.0,32.0,6.0,6.0,20.0,1.0,46.0,0.0,0.0,0.0,44.0,96.0,3.0,2.0,0.0,86.0
Good,70.0,198.0,13.0,66.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,0.0,30.0,13.0,0.0,0.0,53.0,-8.0,4.0,1.0,1.0,87.0
Bad,63.0,118.0,3.0,38.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,3.0,36.0,0.0,4.0,4.0,87.0,-8.0,5.0,2.0,2.0,92.0
Good,74.0,180.0,4.0,76.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,1.0,24.0,0.0,4.0,4.0,94.0,69.0,8.0,2.0,4.0,89.0
Bad,85.0,175.0,3.0,80.0,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,1.0,17.0,-8.0,0.0,0.0,5.0,-8.0,4.0,1.0,0.0,71.0
Bad,78.0,177.0,18.0,86.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,0.0,24.0,-7.0,0.0,0.0,27.0,-8.0,6.0,1.0,4.0,56.0
Bad,57.0,121.0,3.0,43.0,15.0,1.0,0.0,88.0,2.0,4.0,5.0,16.0,1.0,43.0,0.0,1.0,1.0,86.0,87.0,2.0,2.0,1.0,100.0
Bad,58.0,151.0,11.0,70.0,10.0,1.0,1.0,73.0,9.0,0.0,2.0,11.0,1.0,13.0,-8.0,0.0,0.0,44.0,-8.0,4.0,1.0,1.0,60.0
Good,80.0,-8.0,2.0,59.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,1.0,30.0,-7.0,0.0,0.0,20.0,-8.0,5.0,1.0,0.0,70.0
Bad,68.0,199.0,1.0,72.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,4.0,46.0,0.0,0.0,0.0,64.0,78.0,7.0,3.0,1.0,78.0
Good,80.0,179.0,14.0,84.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,20.0,0.0,0.0,0.0,19.0,82.0,7.0,2.0,1.0,83.0
Bad,79.0,161.0,5.0,63.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,16.0,0.0,1.0,1.0,17.0,-8.0,3.0,1.0,0.0,100.0
Bad,79.0,184.0,11.0,50.0,4.0,0.0,0.0,100.0,-7.0,7.0,8.0,4.0,1.0,47.0,-7.0,0.0,0.0,61.0,-8.0,2.0,1.0,1.0,100.0
